2,0.42,0.34,0,0,0,0,0,0,java.util.Random.nextDouble
1,0.33,0.43,0,0,0,0,0,0,java.lang.StringBuilder.reverse
1,0.32,0.41,0,0,0,0,0,0,java.util.Arrays.toString
0,0.18,0.4,0,0,0,0,0,0,java.util.stream.Collectors.toList
10,0.37,0.41,1.0,0,0,0,0,1.0,java.lang.String.format
4,0.34,0.39,0,0,0,0,0,0,java.lang.String.valueOf
4,0.32,0.38,0,0,0,0,0,0,java.lang.StringBuilder.insert
3,0.38,0.38,0,0,0,0,0,0,java.lang.String.split
3,0.38,0.43,0,0,0,0,0,0,java.text.MessageFormat.format
2,0.37,0.45,0,0,0,0,0,0,java.lang.String.replaceAll
2,0.31,0.38,0,0,0,0,0,0,java.util.Arrays.toString
1,0.34,0.08,0,0,0,0,0,0,java.lang.String.getBytes
1,0.32,0.4,0,0,0,0,0,0,java.lang.String.intern
0,0.31,0.41,0,0,0,0,0,0,java.lang.Character.toString
9,0.29,0.46,0,0.0,0,0,0,0.8,java.lang.Runtime.exec
10,0.2,0.47,1.0,0,0,0,0,1.0,java.lang.Process.getInputStream
4,0.3,0.24,0,0,0,0,0,0,java.io.File.compareTo
3,0.34,0.28,0,0,0,0,0,0,java.lang.ProcessBuilder.inheritIO
3,0.39,0.29,0,0,0,0,0,0,java.util.Collections.synchronizedList
2,0.34,0.35,0,0,0,0,0,0,java.lang.ProcessBuilder.redirectErrorStream
2,0.22,0.32,0,0,0,0,0,0,java.lang.Process.waitFor
1,0.37,0.26,0,0,0,0,0,0,java.lang.ProcessBuilder.directory
1,0.4,0.36,0,0,0,0,0,0,java.util.Collections.frequency
0,0.27,0.26,0,0,0,0,0,0,java.util.stream.Stream.of
10,0.49,0.58,1.0,0.81,0,0,0,1.0,java.util.Calendar.add
4,0.48,0.63,0,0,0,0,0,0,java.time.LocalDate.of
4,0.43,0.58,0,0,0,0,0,0,java.util.GregorianCalendar.getWeekYear
3,0.36,0.62,0,0,0,0,0,0,java.time.LocalDate.minusDays
3,0.46,0.18,0,0,0,0,0,0,java.util.Date.setDate
2,0.42,0.46,0,0,0,0,0,0,java.time.YearMonth.parse
2,0.42,0.52,0,0,0,0,0,0,java.time.YearMonth.lengthOfMonth
1,0.47,0.52,0,0,0,0,0,0,java.util.Calendar.set
1,0.46,0.48,0,0,0,0,0,0,java.time.LocalDate.parse
8,0.49,0.59,0,0,0.17,0,0,0.6,java.util.Calendar.getTime
10,0.3,0.51,1.0,0.23,0,0,0,1.0,java.util.Collections.synchronizedList
4,0.27,0.47,0,0,0,0,0,0,java.util.Collections.synchronizedSet
4,0.3,0.32,0,0,0,0,0,0,java.util.Collections.unmodifiableList
8,0.35,0.42,0,0,0.06,0,0,0.6,java.lang.Thread.interrupt
3,0.27,0.32,0,0,0,0,0,0,java.util.Collections.unmodifiableCollection
2,0.32,0.41,0,0,0,0,0,0,java.lang.Thread.start
2,0.35,0.43,0,0,0,0,0,0,java.lang.Thread.currentThread
1,0.31,0.36,0,0,0,0,0,0,java.util.concurrent.ConcurrentHashMap.computeIfAbsent
1,0.35,0.34,0,0,0,0,0,0,java.lang.Thread.interrupted
0,0.3,0.42,0,0,0,0,0,0,java.lang.Thread.setName
9,0.32,0.55,0,1.0,0,0,0,0.8,java.lang.Character.toUpperCase
4,0.27,0.45,0,0,0,0,0,0,java.lang.String.toCharArray
10,0.34,0.46,1.0,0,0,0,0,1.0,java.lang.String.charAt
3,0.31,0.55,0,0,0,0,0,0,java.lang.Character.toLowerCase
3,0.02,0.42,0,0,0,0,0,0,java.beans.Introspector.decapitalize
2,0.27,0.62,0,0,0,0,0,0,java.lang.String.toLowerCase
2,0.29,0.48,0,0,0,0,0,0,java.lang.String.equalsIgnoreCase
1,0.28,0.39,0,0,0,0,0,0,java.lang.String.valueOf
1,0.3,0.52,0,0,0,0,0,0,java.lang.String.indexOf
0,0.29,0.42,0,0,0,0,0,0,java.lang.Integer.parseInt
10,0.33,0.57,1.0,0.15,0,0,0,1.0,java.util.stream.Collectors.groupingBy
8,0.39,0.53,0,0,0.02,0,0,0.6,java.util.Collections.sort
4,0.46,0.6,0,0,0,0,0,0,java.util.List.listIterator
3,0.41,0.54,0,0,0,0,0,0,java.util.ArrayList.addAll
3,0.35,0.46,0,0,0,0,0,0,java.util.Arrays.asList
2,0.53,0.41,0,0,0,0,0,0,java.util.List.subList
2,0.37,0.5,0,0,0,0,0,0,java.util.ArrayList.add
1,0.36,0.43,0,0,0,0,0,0,java.util.stream.Stream.collect
1,0.32,0.52,0,0,0,0,0,0,java.util.Set.retainAll
0,0.36,0.45,0,0,0,0,0,0,java.util.Arrays.sort
5,0.43,0.57,0,0,0,0,0,0,java.util.regex.Pattern.compile
10,0.5,0.41,1.0,0,0.43,0.21,0,1.0,java.util.regex.Pattern.quote
4,0.4,0.59,0,0,0,0,0,0,java.lang.String.replaceAll
3,0.37,0.52,0,0,0,0,0,0,java.lang.String.matches
3,0.4,0.44,0,0,0,0,0,0,java.util.regex.Matcher.quoteReplacement
2,0.45,0.41,0,0,0,0,0,0,java.util.regex.Matcher.replaceFirst
9,0.41,0.38,0,0.43,0,0,0,0.8,java.lang.String.replace
1,0.35,0.36,0,0,0,0,0,0,java.lang.String.valueOf
1,0.44,0.31,0,0,0,0,0,0,java.util.regex.Matcher.find
0,0.42,0.41,0,0,0,0,0,0,java.lang.String.substring
5,0.32,0.49,0,0,0,0,0,0,java.text.DateFormat.getDateInstance
9,0.24,0.47,0,1.0,0,0,0,0.8,java.time.format.DateTimeFormatter.ofLocalizedDate
4,0.32,0.4,0,0,0,0,0,0,java.time.LocalDate.parse
3,0.29,0.42,0,0,0,0,0,0,java.time.LocalDate.from
3,0.36,0.53,0,0,0,0,0,0,java.util.regex.Pattern.quote
2,0.26,0.44,0,0,0,0,0,0,java.text.NumberFormat.getCurrencyInstance
2,0.36,0.46,0,0,0,0,0,0,java.text.DateFormat.parse
8,0.27,0.42,0,0,0.3,0,0,0.6,java.util.Calendar.getTime
1,0.26,0.36,0,0,0,0,0,0,java.time.Instant.toString
0,0.25,0.38,0,0,0,0,0,0,java.util.Calendar.getTimeInMillis
10,0.36,0.25,1.0,0,0,0,0,1.0,java.lang.String.getBytes
4,0.33,0.44,0,0,0,0,0,0,java.util.Base64.getEncoder
9,0.43,0.61,0,1.0,0.33,0,0,0.8,java.nio.charset.Charset.defaultCharset
3,0.32,0.55,0,0,0,0,0,0,java.lang.String.charAt
3,0.24,0.34,0,0,0,0,0,0,java.nio.file.Files.write
2,0.4,0.44,0,0,0,0,0,0,java.lang.Character.isLowSurrogate
2,0.4,0.43,0,0,0,0,0,0,java.lang.Character.isHighSurrogate
1,0.29,0.57,0,0,0,0,0,0,java.lang.String.indexOf
1,0.18,0.35,0,0,0,0,0,0,java.nio.file.Files.newBufferedReader
0,0.36,0.44,0,0,0,0,0,0,java.nio.charset.Charset.availableCharsets
10,0.46,0.56,1.0,0,0.03,0,0,1.0,java.lang.Integer.parseInt
4,0.44,0.65,0,0,0,0,0,0,java.lang.Integer.toHexString
4,0.26,0.51,0,0,0,0,0,0,java.lang.Long.parseUnsignedLong
3,0.36,0.51,0,0,0,0,0,0,java.lang.Long.parseLong
3,0.36,0.53,0,0,0,0,0,0,java.lang.Integer.parseUnsignedInt
2,0.35,0.63,0,0,0,0,0,0,java.lang.Long.toHexString
2,0.47,0.45,0,0,0,0,0,0,java.lang.Integer.valueOf
1,0.34,0.41,0,0,0,0,0,0,java.lang.Long.toString
1,0.32,0.54,0,0,0,0,0,0,java.lang.Short.parseShort
0,0.34,0.56,0,0,0,0,0,0,java.lang.Byte.toUnsignedInt
7,0.4,0.68,0,0,0,0.18,0.05,0.4,java.net.InetAddress.getByName
8,0.38,0.63,0,0,0.18,0,0,0.6,java.net.InetAddress.getLocalHost
10,0.37,0.58,1.0,0,0,0,0,1.0,java.net.InetAddress.getHostAddress
3,0.35,0.58,0,0,0,0,0,0,java.net.InetAddress.getCanonicalHostName
3,0.37,0.69,0,0,0,0,0,0,java.net.InetAddress.toString
2,0.37,0.66,0,0,0,0,0,0,java.net.InetAddress.getHostName
2,0.36,0.61,0,0,0,0,0,0,java.net.InetAddress.getAllByName
9,0.29,0.34,0,0.18,0,0,0,0.8,java.net.NetworkInterface.getNetworkInterfaces
1,0.32,0.44,0,0,0,0,0,0,java.net.InetSocketAddress.getAddress
0,0.38,0.4,0,0,0,0,0,0,java.net.URL.equals
10,0.48,0.47,1.0,0.3,0.22,0.08,0,1.0,java.lang.String.split
4,0.41,0.48,0,0,0,0,0,0,java.lang.String.replaceAll
4,0.36,0.47,0,0,0,0,0,0,java.lang.String.toCharArray
3,0.3,0.45,0,0,0,0,0,0,java.util.regex.Pattern.quote
3,0.43,0.45,0,0,0,0,0,0,java.lang.String.trim
2,0.26,0.41,0,0,0,0,0,0,java.lang.StringBuilder.appendCodePoint
2,0.27,0.36,0,0,0,0,0,0,java.lang.StringBuilder.codePointAt
1,0.32,0.43,0,0,0,0,0,0,java.util.Arrays.toString
1,0.34,0.47,0,0,0,0,0,0,java.lang.Integer.parseInt
0,0.35,0.39,0,0,0,0,0,0,java.lang.Character.digit
10,0.43,0.59,1.0,0.48,0,0,0,1.0,java.lang.String.trim
4,0.44,0.53,0,0,0,0,0,0,java.lang.String.substring
8,0.43,0.46,0,0,0.13,0,0,0.6,java.lang.String.replace
3,0.39,0.5,0,0,0,0,0,0,java.lang.String.replaceAll
7,0.41,0.44,0,0,0,0.12,0,0.4,java.lang.String.split
2,0.31,0.51,0,0,0,0,0,0,java.io.BufferedReader.readLine
2,0.31,0.49,0,0,0,0,0,0,java.lang.StringBuilder.deleteCharAt
1,0.37,0.53,0,0,0,0,0,0,java.lang.String.startsWith
1,0.25,0.41,0,0,0,0,0,0,java.lang.Long.parseLong
0,0.32,0.42,0,0,0,0,0,0,java.lang.Integer.parseInt
10,0.59,0.67,1.0,0,0,0,0,1.0,java.util.Collections.reverse
4,0.34,0.59,0,0,0,0,0,0,java.util.Collections.reverseOrder
4,0.43,0.56,0,0,0,0,0,0,java.util.Collections.sort
3,0.2,0.62,0,0,0,0,0,0,java.util.NavigableMap.descendingMap
3,0.42,0.49,0,0,0,0,0,0,java.util.Arrays.sort
2,0.34,0.47,0,0,0,0,0,0,java.util.Map.values
2,0.41,0.49,0,0,0,0,0,0,java.util.List.size
1,0.35,0.45,0,0,0,0,0,0,java.util.Arrays.asList
1,0.32,0.41,0,0,0,0,0,0,java.util.Map.keySet
0,0.4,0.41,0,0,0,0,0,0,java.util.Arrays.binarySearch
5,0.37,0.48,0,0,0,0,0,0,java.io.FileOutputStream.write
4,0.36,0.39,0,0,0,0,0,0,java.util.Arrays.toString
4,0.34,0.13,0,0,0,0,0,0,java.lang.String.getBytes
3,0.36,0.4,0,0,0,0,0,0,java.lang.Integer.valueOf
3,0.43,0.44,0,0,0,0,0,0,java.lang.Byte.parseByte
2,0.38,0.4,0,0,0,0,0,0,java.nio.ByteBuffer.order
2,0.32,0.38,0,0,0,0,0,0,java.lang.Double.toString
1,0.36,0.39,0,0,0,0,0,0,java.lang.Integer.parseInt
1,0.3,0.39,0,0,0,0,0,0,java.lang.Long.valueOf
0,0.35,0.4,0,0,0,0,0,0,java.lang.Integer.toBinaryString
5,0.28,0.49,0,0,0,0,0,0,java.lang.Character.UnicodeBlock.of
4,0.25,0.55,0,0,0,0,0,0,java.lang.Character.toChars
4,0.25,0.46,0,0,0,0,0,0,java.lang.Character.isLetterOrDigit
3,0.32,0.6,0,0,0,0,0,0,java.lang.Character.toString
10,0.26,0.36,1.0,0,0,0,0,1.0,java.lang.Character.codePointAt
2,0.21,0.34,0,0,0,0,0,0,java.lang.Integer.parseInt
2,0.35,0.45,0,0,0,0,0,0,java.lang.Character.isDigit
1,0.24,0.42,0,0,0,0,0,0,java.lang.String.indexOf
1,0.39,0.52,0,0,0,0,0,0,java.lang.Character.getNumericValue
0,0.19,0.36,0,0,0,0,0,0,java.lang.Integer.toBinaryString
9,0.62,0.54,0,1.0,0,0.12,0,0.8,java.util.Arrays.equals
4,0.6,0.47,0,0,0,0,0,0,java.lang.Object.equals
4,0.32,0.61,0,0,0,0,0,0,java.util.function.Predicate.isEqual
10,0.42,0.52,1.0,0,0.12,0,0,1.0,java.util.Arrays.deepEquals
3,0.52,0.43,0,0,0,0,0,0,java.util.Arrays.toString
2,0.53,0.43,0,0,0,0,0,0,java.lang.Object.hashCode
2,0.48,0.54,0,0,0,0,0,0,java.util.AbstractList.equals
1,0.42,0.41,0,0,0,0,0,0,java.util.Collections.sort
1,0.47,0.42,0,0,0,0,0,0,java.lang.String.charAt
0,0.4,0.54,0,0,0,0,0,0,java.util.Collections.frequency
5,0.33,0.6,0,0,0,0,0,0,java.lang.String.toCharArray
10,0.37,0.42,1.0,0,0,0,0,1.0,java.lang.Integer.toString
4,0.39,0.53,0,0,0,0,0,0,java.lang.Integer.valueOf
3,0.29,0.5,0,0,0,0,0,0,java.lang.Long.valueOf
3,0.36,0.48,0,0,0,0,0,0,java.math.BigDecimal.valueOf
2,0.38,0.44,0,0,0,0,0,0,java.lang.String.valueOf
2,0.35,0.46,0,0,0,0,0,0,java.lang.StringBuilder.append
9,0.35,0.48,0,0.61,0,0,0,0.8,java.lang.Integer.intValue
1,0.32,0.43,0,0,0,0,0,0,java.util.Arrays.toString
0,0.35,0.51,0,0,0,0,0,0,java.lang.Double.parseDouble
5,0.47,0.62,0,0,0,0,0,0,java.lang.String.toCharArray
4,0.47,0.5,0,0,0,0,0,0,java.util.Arrays.toString
7,0.45,0.45,0,0,0,0.16,0,0.4,java.lang.Integer.toString
3,0.47,0.53,0,0,0,0,0,0,java.lang.Integer.valueOf
3,0.49,0.48,0,0,0,0,0,0,java.util.List.toArray
2,0.41,0.46,0,0,0,0,0,0,java.util.Map.values
2,0.43,0.46,0,0,0,0,0,0,java.math.BigInteger.toString
1,0.41,0.49,0,0,0,0,0,0,java.util.AbstractCollection.toArray
1,0.48,0.49,0,0,0,0,0,0,java.util.Collection.toArray
0,0.46,0.46,0,0,0,0,0,0,java.util.Arrays.asList
5,0.43,0.48,0,0,0,0,0,0,java.util.Arrays.fill
4,0.28,0.43,0,0,0,0,0,0,java.util.Collections.shuffle
4,0.15,0.48,0,0,0,0,0,0,java.util.Collections.nCopies
10,0.09,0.48,1.0,0,0,0,0,1.0,java.lang.System.arraycopy
3,0.27,0.57,0,0,0,0,0,0,java.util.Arrays.copyOfRange
9,0.32,0.46,0,0.16,0,0,0,0.8,java.util.Arrays.sort
2,0.24,0.47,0,0,0,0,0,0,java.util.List.toArray
1,0.25,0.25,0,0,0,0,0,0,java.nio.ByteBuffer.put
1,0.33,0.43,0,0,0,0,0,0,java.util.ArrayList.add
0,0.29,0.53,0,0,0,0,0,0,java.util.Arrays.asList
10,0.26,0.4,1.0,0.35,0,0.25,0,1.0,java.lang.System.0oTime
8,0.26,0.43,0,0,0.25,0,0.17,0.6,java.lang.System.currentTimeMillis
4,0.34,0.33,0,0,0,0,0,0,java.time.Instant.now
3,0.38,0.43,0,0,0,0,0,0,java.time.Duration.toMillis
3,0.22,0.36,0,0,0,0,0,0,java.lang.Thread.sleep
2,0.49,0.4,0,0,0,0,0,0,java.time.Duration.to0os
2,0.2,0.34,0,0,0,0,0,0,java.lang.Process.waitFor
